product_code,date,amount
P470,2019-10-27,0
P471,2019-10-27,0
P472,2019-10-27,0
P473,2019-10-27,0
P474,2019-10-27,0
P475,2019-10-27,1
P476,2019-10-27,0
P477,2019-10-27,3
P478,2019-10-27,2
P479,2019-10-27,0
P480,2019-10-27,0
P481,2019-10-27,0
P482,2019-10-27,0
P483,2019-10-27,0
P484,2019-10-27,6
P485,2019-10-27,10
P486,2019-10-27,19
P487,2019-10-27,9
P488,2019-10-27,10
P489,2019-10-27,2
P490,2019-10-27,10
P491,2019-10-27,18
P492,2019-10-27,8
P493,2019-10-27,11
P494,2019-10-27,4
P495,2019-10-27,19
P496,2019-10-27,13
P497,2019-10-27,7
P498,2019-10-27,1
P499,2019-10-27,8
P500,2019-10-27,5
P501,2019-10-27,4
P502,2019-10-27,11
P503,2019-10-27,14
P504,2019-10-27,6
P505,2019-10-27,20
P506,2019-10-27,7
P507,2019-10-27,15
P508,2019-10-27,7
P509,2019-10-27,5
P510,2019-10-27,5
P511,2019-10-27,22
P512,2019-10-27,10
P513,2019-10-27,14
P514,2019-10-27,8
P515,2019-10-27,6
P516,2019-10-27,23
P517,2019-10-27,9
P518,2019-10-27,5
P519,2019-10-27,18
P520,2019-10-27,14
P521,2019-10-27,15
P522,2019-10-27,10
P523,2019-10-27,9
P524,2019-10-27,13
P525,2019-10-27,10
P526,2019-10-27,12
P527,2019-10-27,8
P528,2019-10-27,14
P529,2019-10-27,11
P530,2019-10-27,17
P531,2019-10-27,3
P532,2019-10-27,7
P533,2019-10-27,19
P534,2019-10-27,6
P535,2019-10-27,12
P536,2019-10-27,15
P537,2019-10-27,15
P538,2019-10-27,10
P539,2019-10-27,4
P540,2019-10-27,13
P541,2019-10-27,5
P542,2019-10-27,11
P543,2019-10-27,11
P544,2019-10-27,11
P545,2019-10-27,14
P546,2019-10-27,11
P547,2019-10-27,9
P548,2019-10-27,37
P549,2019-10-27,18
P550,2019-10-27,8
P551,2019-10-27,3
P552,2019-10-27,9
P553,2019-10-27,3
P554,2019-10-27,13
P555,2019-10-27,5
P556,2019-10-27,14
P557,2019-10-27,25
P558,2019-10-27,6
P559,2019-10-27,6
P560,2019-10-27,7
P561,2019-10-27,2
P562,2019-10-27,4
P563,2019-10-27,7
P564,2019-10-27,6
P565,2019-10-27,13
P566,2019-10-27,20
P567,2019-10-27,2
P568,2019-10-27,3
P569,2019-10-27,1
P570,2019-10-27,2
P571,2019-10-27,4
P572,2019-10-27,3
P573,2019-10-27,4
P574,2019-10-27,1
P575,2019-10-27,3
P576,2019-10-27,0
P577,2019-10-27,1
P578,2019-10-27,0
P579,2019-10-27,0
P580,2019-10-27,6
P581,2019-10-27,3
P582,2019-10-27,2
P583,2019-10-27,2
P584,2019-10-27,3
P585,2019-10-27,4
P586,2019-10-27,3
P587,2019-10-27,8
P588,2019-10-27,3
P589,2019-10-27,2
P590,2019-10-27,4
P591,2019-10-27,1
P592,2019-10-27,1
P593,2019-10-27,5
P594,2019-10-27,4
P595,2019-10-27,3
P596,2019-10-27,6
P597,2019-10-27,1
P598,2019-10-27,12
P599,2019-10-27,5
P600,2019-10-27,1
P601,2019-10-27,4
P602,2019-10-27,1
P603,2019-10-27,1
P604,2019-10-27,0
P605,2019-10-27,0
P606,2019-10-27,0
P607,2019-10-27,1
P608,2019-10-27,0
P609,2019-10-27,2
P610,2019-10-27,5
P611,2019-10-27,5
P612,2019-10-27,9
P613,2019-10-27,24
P614,2019-10-27,5
P615,2019-10-27,26
P616,2019-10-27,5
P617,2019-10-27,22
P618,2019-10-27,29
P619,2019-10-27,28
P620,2019-10-27,31
P621,2019-10-27,22
P622,2019-10-27,25
P623,2019-10-27,40
P624,2019-10-27,10
P625,2019-10-27,11
P626,2019-10-27,7
P627,2019-10-27,7
P628,2019-10-27,12
P629,2019-10-27,8
P630,2019-10-27,5
P631,2019-10-27,4
P632,2019-10-27,6
P633,2019-10-27,4
P634,2019-10-27,6
P635,2019-10-27,5
P636,2019-10-27,6
P637,2019-10-27,7
P638,2019-10-27,20
P639,2019-10-27,0
P640,2019-10-27,17
P641,2019-10-27,2
P642,2019-10-27,3
P643,2019-10-27,0
P644,2019-10-27,0
P646,2019-10-27,0
P647,2019-10-27,0
P649,2019-10-27,0
P650,2019-10-27,0
P651,2019-10-27,0
P652,2019-10-27,1
P653,2019-10-27,3
P654,2019-10-27,0
P655,2019-10-27,0
P656,2019-10-27,0
P657,2019-10-27,0
P658,2019-10-27,0
P659,2019-10-27,0
P660,2019-10-27,0
P661,2019-10-27,0
P662,2019-10-27,0
P663,2019-10-27,0
P664,2019-10-27,1
P665,2019-10-27,0
P666,2019-10-27,0
P667,2019-10-27,0
P668,2019-10-27,0
P669,2019-10-27,0
P670,2019-10-27,0
P671,2019-10-27,1
P672,2019-10-27,2
P673,2019-10-27,5
P674,2019-10-27,6
P675,2019-10-27,7
P676,2019-10-27,1
P677,2019-10-27,0
P678,2019-10-27,0
P679,2019-10-27,0
P680,2019-10-27,0
P681,2019-10-27,1
P682,2019-10-27,0
P683,2019-10-27,0
P684,2019-10-27,0
P685,2019-10-27,1
P686,2019-10-27,3
P687,2019-10-27,2
P688,2019-10-27,0
P689,2019-10-27,0
P690,2019-10-27,1
P691,2019-10-27,0
P692,2019-10-27,5
P693,2019-10-27,2
P694,2019-10-27,1
P695,2019-10-27,0
P696,2019-10-27,0
P697,2019-10-27,0
P698,2019-10-27,3
P699,2019-10-27,1
P700,2019-10-27,2
P701,2019-10-27,2
P702,2019-10-27,2
P703,2019-10-27,6
P704,2019-10-27,1
P705,2019-10-27,6
P706,2019-10-27,0
P707,2019-10-27,0
P708,2019-10-27,0
P711,2019-10-27,0
P712,2019-10-27,0
P713,2019-10-27,0
P714,2019-10-27,0
P715,2019-10-27,0
P716,2019-10-27,0
P717,2019-10-27,0
P718,2019-10-27,0
P719,2019-10-27,0
P720,2019-10-27,0
P721,2019-10-27,0
P722,2019-10-27,0
P724,2019-10-27,1
P726,2019-10-27,2
P727,2019-10-27,1
P728,2019-10-27,2
P729,2019-10-27,0
P730,2019-10-27,0
P731,2019-10-27,0
P732,2019-10-27,4
P733,2019-10-27,3
P734,2019-10-27,0
P735,2019-10-27,2
P736,2019-10-27,2
P737,2019-10-27,2
P738,2019-10-27,0
P739,2019-10-27,0
P740,2019-10-27,1
P741,2019-10-27,0
P742,2019-10-27,1
P743,2019-10-27,3
P744,2019-10-27,0
P745,2019-10-27,4
P746,2019-10-27,0
P747,2019-10-27,2
P748,2019-10-27,0
P749,2019-10-27,1
P750,2019-10-27,0
P751,2019-10-27,0
P752,2019-10-27,1
P753,2019-10-27,2
P754,2019-10-27,1
P755,2019-10-27,0
P756,2019-10-27,0
P757,2019-10-27,0
P758,2019-10-27,0
P759,2019-10-27,0
P760,2019-10-27,0
P761,2019-10-27,0
P762,2019-10-27,2
P763,2019-10-27,0
P764,2019-10-27,5
P765,2019-10-27,0
P766,2019-10-27,0
P767,2019-10-27,1
P768,2019-10-27,4
P769,2019-10-27,3
P770,2019-10-27,0
P771,2019-10-27,2
P772,2019-10-27,0
P773,2019-10-27,1
P774,2019-10-27,0
P775,2019-10-27,1
P776,2019-10-27,0
P777,2019-10-27,0
P778,2019-10-27,0
P779,2019-10-27,0
P780,2019-10-27,0
P781,2019-10-27,16
P782,2019-10-27,3
P783,2019-10-27,7
P784,2019-10-27,4
P785,2019-10-27,5
P786,2019-10-27,2
P787,2019-10-27,1
P788,2019-10-27,3
P789,2019-10-27,1
P790,2019-10-27,1
P791,2019-10-27,4
P792,2019-10-27,3
P793,2019-10-27,5
P794,2019-10-27,0
P795,2019-10-27,0
P796,2019-10-27,1
P797,2019-10-27,3
P798,2019-10-27,3
P799,2019-10-27,4
P800,2019-10-27,2
P801,2019-10-27,3
P802,2019-10-27,0
P803,2019-10-27,3
P804,2019-10-27,2
P805,2019-10-27,2
P806,2019-10-27,8
P807,2019-10-27,2
P808,2019-10-27,2
P809,2019-10-27,0
P810,2019-10-27,1
P811,2019-10-27,0
P812,2019-10-27,0
P813,2019-10-27,0
P814,2019-10-27,6
P815,2019-10-27,0
P816,2019-10-27,3
P817,2019-10-27,2
P818,2019-10-27,0
P819,2019-10-27,0
P1,2019-11-03,7
P2,2019-11-03,4
P3,2019-11-03,14
P4,2019-11-03,10
P5,2019-11-03,11
P6,2019-11-03,2
P7,2019-11-03,3
P8,2019-11-03,14
P9,2019-11-03,5
P10,2019-11-03,17
P11,2019-11-03,16
P12,2019-11-03,2
P13,2019-11-03,9
P14,2019-11-03,6
P15,2019-11-03,35
P16,2019-11-03,30
P17,2019-11-03,31
P18,2019-11-03,29
P19,2019-11-03,19
P20,2019-11-03,8
P21,2019-11-03,5
P22,2019-11-03,3
P23,2019-11-03,3
P24,2019-11-03,36
P25,2019-11-03,27
P26,2019-11-03,5
P27,2019-11-03,33
P28,2019-11-03,35
P29,2019-11-03,13
P30,2019-11-03,32
P31,2019-11-03,5
P32,2019-11-03,11
P33,2019-11-03,13
P34,2019-11-03,25
P35,2019-11-03,33
P36,2019-11-03,37
P37,2019-11-03,32
P38,2019-11-03,38
P39,2019-11-03,34
P40,2019-11-03,38
P41,2019-11-03,31
P42,2019-11-03,27
P43,2019-11-03,39
P44,2019-11-03,45
P45,2019-11-03,21
P46,2019-11-03,46
P47,2019-11-03,39
P48,2019-11-03,22
P49,2019-11-03,49
P50,2019-11-03,12
P51,2019-11-03,9
P52,2019-11-03,41
P53,2019-11-03,0
P54,2019-11-03,34
P55,2019-11-03,32
P56,2019-11-03,36
P57,2019-11-03,29
P58,2019-11-03,31
P59,2019-11-03,3
P60,2019-11-03,31
P61,2019-11-03,32
P62,2019-11-03,13
P63,2019-11-03,36
P64,2019-11-03,31
P65,2019-11-03,8
P66,2019-11-03,33
P67,2019-11-03,30
P68,2019-11-03,4
P69,2019-11-03,22
P70,2019-11-03,39
P71,2019-11-03,13
P72,2019-11-03,29
P73,2019-11-03,28
P74,2019-11-03,4
P75,2019-11-03,35
P76,2019-11-03,31
P77,2019-11-03,3
P78,2019-11-03,26
P79,2019-11-03,25
P80,2019-11-03,26
P81,2019-11-03,6
P82,2019-11-03,7
P83,2019-11-03,32
P84,2019-11-03,23
P85,2019-11-03,29
P86,2019-11-03,32
P87,2019-11-03,25
P88,2019-11-03,34
P89,2019-11-03,32
P90,2019-11-03,29
P91,2019-11-03,8
P92,2019-11-03,26
P93,2019-11-03,7
P94,2019-11-03,10
P95,2019-11-03,14
P96,2019-11-03,35
P97,2019-11-03,30
P98,2019-11-03,2
P99,2019-11-03,8
P100,2019-11-03,16
P101,2019-11-03,45
P102,2019-11-03,35
P103,2019-11-03,5
P104,2019-11-03,5
P105,2019-11-03,2
P106,2019-11-03,7
P107,2019-11-03,17
P108,2019-11-03,7
P109,2019-11-03,5
P110,2019-11-03,5
P111,2019-11-03,8
P112,2019-11-03,28
P113,2019-11-03,28
P114,2019-11-03,5
P115,2019-11-03,7
P116,2019-11-03,8
P117,2019-11-03,6
P118,2019-11-03,7
P119,2019-11-03,24
P120,2019-11-03,46
P121,2019-11-03,12
P122,2019-11-03,6
P123,2019-11-03,3
P124,2019-11-03,11
P125,2019-11-03,6
P126,2019-11-03,2
P127,2019-11-03,1
P128,2019-11-03,26
P129,2019-11-03,29
P130,2019-11-03,32
P131,2019-11-03,30
P132,2019-11-03,34
P133,2019-11-03,30
P134,2019-11-03,32
P135,2019-11-03,30
P136,2019-11-03,40
P137,2019-11-03,44
P138,2019-11-03,31
P139,2019-11-03,32
P140,2019-11-03,34
P141,2019-11-03,27
P142,2019-11-03,24
P143,2019-11-03,40
P144,2019-11-03,6
P145,2019-11-03,6
P146,2019-11-03,8
P147,2019-11-03,10
P148,2019-11-03,5
P149,2019-11-03,9
P150,2019-11-03,3
P151,2019-11-03,5
P152,2019-11-03,7
P153,2019-11-03,13
P154,2019-11-03,7
P155,2019-11-03,5
P156,2019-11-03,4
P157,2019-11-03,8
P158,2019-11-03,2
P159,2019-11-03,6
P160,2019-11-03,7
P161,2019-11-03,5
P162,2019-11-03,4
P163,2019-11-03,0
P164,2019-11-03,19
P165,2019-11-03,10
P166,2019-11-03,21
P167,2019-11-03,28
P168,2019-11-03,36
P169,2019-11-03,17
P170,2019-11-03,25
P171,2019-11-03,8
P172,2019-11-03,33
P173,2019-11-03,50
P174,2019-11-03,34
P175,2019-11-03,36
P176,2019-11-03,31
P177,2019-11-03,28
P178,2019-11-03,36
P179,2019-11-03,34
P180,2019-11-03,28
P181,2019-11-03,24
P182,2019-11-03,36
P183,2019-11-03,28
P184,2019-11-03,38
P185,2019-11-03,24
P186,2019-11-03,42
P187,2019-11-03,41
P188,2019-11-03,36
P189,2019-11-03,33
P190,2019-11-03,26
P191,2019-11-03,20
P192,2019-11-03,34
P193,2019-11-03,43
P194,2019-11-03,32
P195,2019-11-03,4
P196,2019-11-03,29
P197,2019-11-03,5
P198,2019-11-03,8
P199,2019-11-03,2
P200,2019-11-03,12
P201,2019-11-03,5
P202,2019-11-03,17
P203,2019-11-03,8
P204,2019-11-03,2
P205,2019-11-03,20
P206,2019-11-03,3
P207,2019-11-03,5
P208,2019-11-03,37
P209,2019-11-03,11
P210,2019-11-03,10
P211,2019-11-03,8
P212,2019-11-03,0
P213,2019-11-03,0
P214,2019-11-03,0
P215,2019-11-03,0
P216,2019-11-03,0
P217,2019-11-03,0
P218,2019-11-03,0
P219,2019-11-03,0
P220,2019-11-03,0
P221,2019-11-03,1
P222,2019-11-03,0
P223,2019-11-03,0
P224,2019-11-03,1
P225,2019-11-03,1
P226,2019-11-03,0
P227,2019-11-03,0
P228,2019-11-03,0
P229,2019-11-03,0
P230,2019-11-03,0
P231,2019-11-03,0
P232,2019-11-03,1
P233,2019-11-03,0
P234,2019-11-03,0
P235,2019-11-03,0
P236,2019-11-03,0
P237,2019-11-03,1
P238,2019-11-03,0
P239,2019-11-03,0
P240,2019-11-03,0
P241,2019-11-03,0
P242,2019-11-03,0
P243,2019-11-03,1
P244,2019-11-03,0
P245,2019-11-03,0
P246,2019-11-03,0
P247,2019-11-03,0
P248,2019-11-03,1
P249,2019-11-03,0
P250,2019-11-03,0
P251,2019-11-03,0
P252,2019-11-03,0
P253,2019-11-03,0
P254,2019-11-03,0
P255,2019-11-03,0
P256,2019-11-03,0
P257,2019-11-03,1
P258,2019-11-03,0
P259,2019-11-03,0
P260,2019-11-03,0
P261,2019-11-03,12
P262,2019-11-03,32
P263,2019-11-03,13
P264,2019-11-03,7
P265,2019-11-03,6
P266,2019-11-03,8
P267,2019-11-03,6
P268,2019-11-03,26
P269,2019-11-03,11
P270,2019-11-03,15
P271,2019-11-03,4
P272,2019-11-03,0
P273,2019-11-03,1
P274,2019-11-03,0
P275,2019-11-03,0
P276,2019-11-03,0
P277,2019-11-03,0
P278,2019-11-03,0
P279,2019-11-03,0
P280,2019-11-03,0
P281,2019-11-03,2
P282,2019-11-03,0
P283,2019-11-03,0
P284,2019-11-03,15
P285,2019-11-03,6
P286,2019-11-03,24
P287,2019-11-03,1
P288,2019-11-03,0
P289,2019-11-03,2
P290,2019-11-03,0
P291,2019-11-03,6
P292,2019-11-03,2
P293,2019-11-03,2
P294,2019-11-03,5
P295,2019-11-03,5
P296,2019-11-03,2
P297,2019-11-03,5
P298,2019-11-03,1
P299,2019-11-03,5
P300,2019-11-03,6
P301,2019-11-03,5
P302,2019-11-03,2
P303,2019-11-03,4
P304,2019-11-03,9
P305,2019-11-03,4
P306,2019-11-03,6
P307,2019-11-03,4
P308,2019-11-03,2
P309,2019-11-03,8
P310,2019-11-03,2
P311,2019-11-03,5
P312,2019-11-03,7
P313,2019-11-03,4
P314,2019-11-03,8
P315,2019-11-03,4
P316,2019-11-03,2
P317,2019-11-03,2
P318,2019-11-03,2
P319,2019-11-03,4
P320,2019-11-03,3
P321,2019-11-03,3
P322,2019-11-03,0
P323,2019-11-03,5
P324,2019-11-03,6
P325,2019-11-03,2
P326,2019-11-03,5
P327,2019-11-03,4
P328,2019-11-03,2
P329,2019-11-03,6
P330,2019-11-03,5
P331,2019-11-03,7
P332,2019-11-03,6
P333,2019-11-03,5
P334,2019-11-03,7
P335,2019-11-03,6
P336,2019-11-03,4
P337,2019-11-03,6
P338,2019-11-03,4
P339,2019-11-03,0
P340,2019-11-03,1
P341,2019-11-03,0
P342,2019-11-03,3
P343,2019-11-03,3
P344,2019-11-03,1
P345,2019-11-03,7
P346,2019-11-03,0
P347,2019-11-03,1
P348,2019-11-03,1
P349,2019-11-03,0
P350,2019-11-03,0
P351,2019-11-03,0
P352,2019-11-03,0
P354,2019-11-03,0
P355,2019-11-03,0
P356,2019-11-03,4
P357,2019-11-03,3
P358,2019-11-03,0
P359,2019-11-03,6
P360,2019-11-03,1
P361,2019-11-03,1
P362,2019-11-03,4
P363,2019-11-03,1
P364,2019-11-03,8
P365,2019-11-03,1
P366,2019-11-03,2
P367,2019-11-03,2
P368,2019-11-03,4
P369,2019-11-03,4
P370,2019-11-03,3
P371,2019-11-03,3
P372,2019-11-03,3
P373,2019-11-03,2
P374,2019-11-03,0
P375,2019-11-03,0
P376,2019-11-03,0
P377,2019-11-03,0
P378,2019-11-03,0
P379,2019-11-03,0
P380,2019-11-03,0
P381,2019-11-03,0
P382,2019-11-03,0
P383,2019-11-03,0
P384,2019-11-03,0
P386,2019-11-03,0
P387,2019-11-03,4
P388,2019-11-03,1
P389,2019-11-03,3
P390,2019-11-03,2
P391,2019-11-03,2
P392,2019-11-03,3
P393,2019-11-03,0
P394,2019-11-03,1
P395,2019-11-03,1
P396,2019-11-03,6
P397,2019-11-03,9
P398,2019-11-03,6
P399,2019-11-03,13
P400,2019-11-03,9
P401,2019-11-03,2
P402,2019-11-03,1
P403,2019-11-03,12
P404,2019-11-03,5
P405,2019-11-03,24
P406,2019-11-03,10
P407,2019-11-03,20
P408,2019-11-03,14
P409,2019-11-03,41
P410,2019-11-03,14
P411,2019-11-03,12
P412,2019-11-03,1
P413,2019-11-03,12
P414,2019-11-03,2
P415,2019-11-03,3
P416,2019-11-03,1
P417,2019-11-03,0
P418,2019-11-03,1
P419,2019-11-03,2
P420,2019-11-03,0
P421,2019-11-03,0
P422,2019-11-03,1
P423,2019-11-03,1
P424,2019-11-03,0
P425,2019-11-03,0
P426,2019-11-03,0
P427,2019-11-03,0
P428,2019-11-03,0
P429,2019-11-03,8
P430,2019-11-03,9
P431,2019-11-03,8
P432,2019-11-03,9
P433,2019-11-03,5
P434,2019-11-03,7
P435,2019-11-03,13
P436,2019-11-03,6
P437,2019-11-03,2
P438,2019-11-03,0
P439,2019-11-03,1
P440,2019-11-03,1
P441,2019-11-03,0
P442,2019-11-03,0
P443,2019-11-03,0
P444,2019-11-03,1
P445,2019-11-03,0
P446,2019-11-03,0
P447,2019-11-03,0
P448,2019-11-03,0
P449,2019-11-03,1
P450,2019-11-03,0
P451,2019-11-03,0
P452,2019-11-03,0
P453,2019-11-03,0
P454,2019-11-03,0
P455,2019-11-03,0
P456,2019-11-03,1
P457,2019-11-03,0
P458,2019-11-03,0
P459,2019-11-03,0
P460,2019-11-03,0
P461,2019-11-03,0
P462,2019-11-03,0
P463,2019-11-03,0
P464,2019-11-03,0
P465,2019-11-03,0
P466,2019-11-03,0
P467,2019-11-03,0
P468,2019-11-03,0
P469,2019-11-03,0
P470,2019-11-03,0
P471,2019-11-03,0
P472,2019-11-03,0
P473,2019-11-03,0
P474,2019-11-03,0
P475,2019-11-03,3
P476,2019-11-03,1
P477,2019-11-03,0
P478,2019-11-03,2
P479,2019-11-03,0
P480,2019-11-03,0
P481,2019-11-03,2
P482,2019-11-03,2
P483,2019-11-03,0
P484,2019-11-03,3
P485,2019-11-03,9
P486,2019-11-03,14
P487,2019-11-03,11
P488,2019-11-03,9
P489,2019-11-03,3
P490,2019-11-03,10
P491,2019-11-03,22
P492,2019-11-03,5
P493,2019-11-03,11
P494,2019-11-03,14
P495,2019-11-03,15
P496,2019-11-03,13
P497,2019-11-03,4
P498,2019-11-03,1
P499,2019-11-03,5
P500,2019-11-03,6
P501,2019-11-03,4
P502,2019-11-03,8
P503,2019-11-03,13
P504,2019-11-03,10
P505,2019-11-03,11
P506,2019-11-03,9
P507,2019-11-03,7
P508,2019-11-03,11
P509,2019-11-03,3
P510,2019-11-03,8
P511,2019-11-03,19
P512,2019-11-03,14
P513,2019-11-03,13
P514,2019-11-03,15
P515,2019-11-03,8
P516,2019-11-03,12
P517,2019-11-03,2
P518,2019-11-03,14
P519,2019-11-03,16
P520,2019-11-03,11
P521,2019-11-03,7
P522,2019-11-03,6
P523,2019-11-03,10
P524,2019-11-03,9
P525,2019-11-03,12
P526,2019-11-03,10
P527,2019-11-03,10
P528,2019-11-03,6
P529,2019-11-03,13
P530,2019-11-03,16
P531,2019-11-03,5
P532,2019-11-03,9
P533,2019-11-03,20
P534,2019-11-03,6
P535,2019-11-03,18
P536,2019-11-03,4
P537,2019-11-03,13
P538,2019-11-03,10
P539,2019-11-03,9
P540,2019-11-03,14
P541,2019-11-03,12
P542,2019-11-03,8
P543,2019-11-03,7
P544,2019-11-03,13
P545,2019-11-03,18
P546,2019-11-03,14
P547,2019-11-03,7
P548,2019-11-03,20
P549,2019-11-03,35
P550,2019-11-03,6
P551,2019-11-03,6
P552,2019-11-03,11
P553,2019-11-03,4
P554,2019-11-03,12
P555,2019-11-03,13
P556,2019-11-03,18
P557,2019-11-03,18
P558,2019-11-03,14
P559,2019-11-03,14
P560,2019-11-03,8
P561,2019-11-03,3
P562,2019-11-03,6
P563,2019-11-03,10
P564,2019-11-03,9
P565,2019-11-03,7
P566,2019-11-03,8
P567,2019-11-03,4
P568,2019-11-03,4
P569,2019-11-03,0
P570,2019-11-03,1
P571,2019-11-03,2
P572,2019-11-03,2
P573,2019-11-03,1
P574,2019-11-03,0
P575,2019-11-03,0
P576,2019-11-03,1
P577,2019-11-03,1
P578,2019-11-03,0
P579,2019-11-03,0
P580,2019-11-03,5
P581,2019-11-03,3
P582,2019-11-03,2
P583,2019-11-03,2
P584,2019-11-03,3
P585,2019-11-03,2
P586,2019-11-03,2
P587,2019-11-03,2
P588,2019-11-03,3
P589,2019-11-03,7
P590,2019-11-03,3
P591,2019-11-03,0
P592,2019-11-03,0
P593,2019-11-03,4
P594,2019-11-03,5
P595,2019-11-03,1
P596,2019-11-03,6
P597,2019-11-03,2
P598,2019-11-03,14
P599,2019-11-03,3
P600,2019-11-03,2
P601,2019-11-03,0
P602,2019-11-03,0
P603,2019-11-03,1
P604,2019-11-03,0
P605,2019-11-03,1
P606,2019-11-03,0
P607,2019-11-03,0
P608,2019-11-03,2
P609,2019-11-03,6
P610,2019-11-03,0
P611,2019-11-03,7
P612,2019-11-03,19
P613,2019-11-03,26
P614,2019-11-03,1
P615,2019-11-03,35
P616,2019-11-03,1
P617,2019-11-03,24
P618,2019-11-03,39
P619,2019-11-03,21
P620,2019-11-03,36
P621,2019-11-03,26
P622,2019-11-03,19
P623,2019-11-03,43
P624,2019-11-03,8
P625,2019-11-03,15
P626,2019-11-03,12
P627,2019-11-03,14
P628,2019-11-03,8
P629,2019-11-03,7
P630,2019-11-03,12
P631,2019-11-03,9
P632,2019-11-03,7
P633,2019-11-03,5
P634,2019-11-03,10
P635,2019-11-03,8
P636,2019-11-03,14
P637,2019-11-03,6
P638,2019-11-03,17
P639,2019-11-03,0
P640,2019-11-03,13
P641,2019-11-03,3
P642,2019-11-03,4
P643,2019-11-03,0
P644,2019-11-03,0
P646,2019-11-03,0
P647,2019-11-03,0
P649,2019-11-03,1
P650,2019-11-03,0
P651,2019-11-03,0
P652,2019-11-03,0
P653,2019-11-03,0
P654,2019-11-03,0
P655,2019-11-03,0
P656,2019-11-03,0
P657,2019-11-03,0
P658,2019-11-03,0
P659,2019-11-03,0
P660,2019-11-03,0
P661,2019-11-03,0
P662,2019-11-03,0
P663,2019-11-03,2
P664,2019-11-03,2
P665,2019-11-03,0
P666,2019-11-03,0
P667,2019-11-03,0
P668,2019-11-03,0
P669,2019-11-03,0
P670,2019-11-03,1
P671,2019-11-03,0
P672,2019-11-03,0
P673,2019-11-03,4
P674,2019-11-03,12
P675,2019-11-03,7
P676,2019-11-03,5
P677,2019-11-03,0
P678,2019-11-03,0
P679,2019-11-03,0
P680,2019-11-03,0
P681,2019-11-03,0
P682,2019-11-03,0
P683,2019-11-03,0
P684,2019-11-03,0
P685,2019-11-03,0
P686,2019-11-03,3
P687,2019-11-03,1
P688,2019-11-03,0
P689,2019-11-03,0
P690,2019-11-03,1
P691,2019-11-03,0
P692,2019-11-03,4
P693,2019-11-03,5
P694,2019-11-03,1
P695,2019-11-03,1
P696,2019-11-03,0
P697,2019-11-03,2
P698,2019-11-03,1
P699,2019-11-03,3
P700,2019-11-03,0
P701,2019-11-03,2
P702,2019-11-03,6
P703,2019-11-03,4
P704,2019-11-03,2
P705,2019-11-03,3
P706,2019-11-03,1
P707,2019-11-03,1
P708,2019-11-03,0
P711,2019-11-03,1
P712,2019-11-03,0
P713,2019-11-03,0
P714,2019-11-03,0
P715,2019-11-03,0
P716,2019-11-03,0
P717,2019-11-03,0
P718,2019-11-03,0
P719,2019-11-03,0
P720,2019-11-03,0
P721,2019-11-03,0
P722,2019-11-03,0
P724,2019-11-03,0
P726,2019-11-03,0
P727,2019-11-03,4
P728,2019-11-03,0
P729,2019-11-03,0
P730,2019-11-03,0
P731,2019-11-03,1
P732,2019-11-03,1
P733,2019-11-03,1
P734,2019-11-03,0
P735,2019-11-03,1
P736,2019-11-03,0
P737,2019-11-03,5
P738,2019-11-03,1
P739,2019-11-03,1
P740,2019-11-03,1
P741,2019-11-03,0
P742,2019-11-03,2
P743,2019-11-03,1
P744,2019-11-03,0
P745,2019-11-03,5
P746,2019-11-03,1
P747,2019-11-03,2
P748,2019-11-03,2
P749,2019-11-03,2
P750,2019-11-03,0
P751,2019-11-03,1
P752,2019-11-03,3
P753,2019-11-03,2
P754,2019-11-03,1
P755,2019-11-03,1
P756,2019-11-03,0
P757,2019-11-03,0
P758,2019-11-03,1
P759,2019-11-03,2
P760,2019-11-03,0
P761,2019-11-03,0
P762,2019-11-03,0
P763,2019-11-03,0
P764,2019-11-03,4
P765,2019-11-03,1
P766,2019-11-03,0
P767,2019-11-03,2
P768,2019-11-03,3
P769,2019-11-03,2
P770,2019-11-03,0
P771,2019-11-03,1
P772,2019-11-03,0
P773,2019-11-03,0
P774,2019-11-03,0
P775,2019-11-03,1
P776,2019-11-03,0
P777,2019-11-03,0
P778,2019-11-03,0
P779,2019-11-03,2
P780,2019-11-03,0
P781,2019-11-03,11
P782,2019-11-03,4
P783,2019-11-03,13
P784,2019-11-03,5
P785,2019-11-03,2
P786,2019-11-03,2
P787,2019-11-03,1
P788,2019-11-03,4
P789,2019-11-03,1
P790,2019-11-03,1
P791,2019-11-03,8
P792,2019-11-03,0
P793,2019-11-03,4
P794,2019-11-03,1
P795,2019-11-03,1
P796,2019-11-03,1
P797,2019-11-03,0
P798,2019-11-03,0
P799,2019-11-03,4
P800,2019-11-03,1
P801,2019-11-03,4
P802,2019-11-03,0
P803,2019-11-03,0
P804,2019-11-03,1
P805,2019-11-03,1
P806,2019-11-03,5
P807,2019-11-03,1
P808,2019-11-03,5
P809,2019-11-03,1
P810,2019-11-03,1
P811,2019-11-03,4
P812,2019-11-03,1
P813,2019-11-03,5
P814,2019-11-03,7
P815,2019-11-03,1
P816,2019-11-03,3
P817,2019-11-03,0
P818,2019-11-03,0
P819,2019-11-03,0
P1,2019-11-10,8
P2,2019-11-10,5
P3,2019-11-10,5
P4,2019-11-10,3
P5,2019-11-10,7
P6,2019-11-10,4
P7,2019-11-10,3
P8,2019-11-10,4
P9,2019-11-10,13
P10,2019-11-10,11
